feature,importance
cat__country_ISR,0.0006209250278773211
cat__agent_92,0.0005953234055008395
cat__country_SEN,0.0005905257406940636
cat__company_407,0.0005886538729274194
cat__country_EST,0.0005771445300050525
cat__country_BOL,0.0005663257723115401
num__adults,0.0005609670422545385
cat__agent_1,0.0005583826840218044
cat__country_KAZ,0.0005369892125893232
cat__company_150,0.0005177343986605507
cat__company_153,0.0005175227322380032
cat__company_78,0.0005146898752859621
num__stays_in_weekend_nights,0.0005113412721996356
cat__agent_193,0.0005052587845499693
cat__reserved_room_type_B,0.0004898366349012575
cat__deposit_type_Refundable,0.0004712968869283524
cat__country_CN,0.00046984790452948486
cat__market_segment_Offline TA/TO,0.0004619007004774143
cat__company_193,0.000441670330025181
num__total_guests,0.0004394757265482976
cat__country_JOR,0.0004343183414760207
cat__agent_64,0.00042745384848452824
cat__agent_325,0.0004178260839393339
cat__company_221,0.0004177410089389953
cat__company_183,0.00039959481348425237
cat__agent_infrequent_sklearn,0.00039902732729274384
cat__company_207,0.00038742260619451505
cat__company_62,0.000385987562758145
cat__company_48,0.00038443507803467413
cat__agent_205,0.0003735833478803748
cat__agent_235,0.00036806629612754643
cat__country_BIH,0.0003626349485682884
num__previous_bookings_not_canceled,0.0003538119009004821
cat__agent_81,0.00034975521212568907
cat__country_EGY,0.00034605552354034476
cat__agent_34,0.00034026901144849453
cat__company_49,0.0003177847008673232
cat__company_81,0.0003162301312142497
cat__country_IND,0.0002965431426313795
cat__agent_60,0.0002954117100598609
cat__agent_41,0.0002893743102995742
cat__agent_15,0.0002854041793137682
cat__arrival_date_month_December,0.0002846719975631577
cat__country_USA,0.0002744288712881345
num__booking_changes,0.00026123310298719905
cat__company_144,0.00026035494966269047
cat__company_254,0.0002480618890455763
cat__company_107,0.0002479364356365084
cat__country_GRC,0.0002459343700551513
cat__company_293,0.00024396731132647083
cat__country_IRL,0.00024225091478764698
cat__company_120,0.0002398862543086575
cat__agent_129,0.00023474645076220757
num__arrival_date_day_of_month,0.00022216692991993756
cat__agent_83,0.00022193253407507514
cat__agent_162,0.000218670325968398
cat__agent_5,0.0002156508630196032
cat__country_MOZ,0.0002152467966483968
cat__company_143,0.00021132232197713878
cat__agent_55,0.0002091289952023116
cat__company_infrequent_sklearn,0.00019027330258424325
cat__company_348,0.00018896405888265745
cat__company_186,0.00018462120984358494
cat__company_149,0.0001776790924946811
cat__agent_44,0.00017708973462431403
cat__company_37,0.0001655405552189541
cat__country_ARM,0.0001631291758346858
num__days_in_waiting_list,0.00015818821235698662
cat__country_URY,0.0001555866105014934
cat__country_LVA,0.00015195496298961837
cat__company_105,0.0001447408863641542
cat__agent_177,0.00013968989633941932
