feature,importance
cat__reserved_room_type_G,0.0004929503474214652
cat__country_ISR,0.00048753050112979393
cat__agent_205,0.00048660831618440437
cat__company_81,0.00048306853575277154
cat__country_CN,0.00046860587553593995
cat__country_IND,0.00046794144529176373
cat__agent_52,0.00046021287157902926
cat__agent_64,0.00045501300144930366
num__adults,0.00044428373521136554
cat__company_107,0.00043848728717757154
cat__country_HUN,0.00043590344130145205
cat__agent_151,0.00042160255357549375
cat__agent_174,0.00042024132673746956
cat__country_MKD,0.0004197448082998077
cat__agent_129,0.0004180285387706909
cat__company_120,0.00041556979438554494
cat__company_40,0.00041490351996268754
cat__country_IRL,0.0004116380623626004
cat__company_48,0.00040149946464127016
cat__agent_235,0.0003986912975632959
cat__company_49,0.00038761237419545534
cat__agent_infrequent_sklearn,0.0003816802435553658
num__total_guests,0.0003515067480536917
cat__company_293,0.00035142441696998244
cat__company_144,0.0003425625448155712
cat__company_254,0.00033179289077151663
cat__country_USA,0.0003185311950167462
num__stays_in_weekend_nights,0.0003166497472267889
cat__agent_60,0.0003147993849354663
cat__company_143,0.00029955573933887177
cat__agent_41,0.00029137070457391033
num__previous_bookings_not_canceled,0.00028990753367377005
cat__reserved_room_type_D,0.00027977158242442586
cat__company_infrequent_sklearn,0.00027929838420701227
cat__market_segment_Offline TA/TO,0.00024777298412537565
cat__agent_5,0.00023861114267458594
cat__reserved_room_type_B,0.00023829148572501396
cat__company_149,0.00023558913701737325
cat__agent_162,0.00023491209990108943
cat__company_186,0.00022993956423218682
cat__agent_55,0.0002251378952937715
cat__country_ARG,0.00021844254102925808
cat__country_URY,0.0002132410022374698
cat__agent_187,0.00020516086426401248
cat__country_ARM,0.0002025283212284786
num__booking_changes,0.00019906035752438166
cat__company_105,0.00018635751222551212
cat__country_LVA,0.00018204766055848398
cat__company_348,0.00017877870133573676
num__arrival_date_day_of_month,0.0001781204103412801
cat__agent_171,0.00017741114283437384
cat__reserved_room_type_C,0.00017455926133377915
cat__arrival_date_month_May,0.0001702054869204656
cat__country_BLR,0.00016427698281126505
cat__company_37,0.0001571070395052365
cat__agent_177,0.0001528494776873878
cat__company_163,0.00014941856778040154
cat__agent_31,0.00013270251129364184
cat__company_203,0.00012749773697444676
cat__country_MUS,0.00010428824122216086
cat__agent_170,0.00010403509386760621
cat__country_GRC,9.759078895322533e-05
cat__arrival_date_month_December,9.647598336954512e-05
cat__agent_287,9.500893427052448e-05
num__adr,8.865264881978824e-05
num__days_in_waiting_list,7.830291430306799e-05
cat__agent_182,6.745657009263853e-05
cat__company_180,5.9564013381507566e-05
cat__country_MLT,4.02382573265411e-05
cat__company_47,3.8025873524219723e-05
num__babies,2.803338946761501e-05
cat__country_PER,2.7619661184347355e-05
cat__agent_78,2.226023055261611e-05
num__children,1.9404485569133837e-05
cat__company_153,1.549316623216267e-05
num__previous_bookings_total,1.5458284157059733e-05
cat__company_122,1.0821343463361878e-05
cat__country_AZE,7.871704531596975e-06
